license,address,name,Localitat,Municipi,Estat,Inici activitat
ETV/7194,"Polígon 55 Parcel·la 190. 07199 Aranjassa (L), PALMA, Mallorca",CAN VALERO,Aranjassa (L),PALMA,Alta,04/08/2016
ETV/7195,"Carrer VERGE DE CURA, 434. 07459 Son Serra De Marina, SANTA MARGALIDA, Mallorca",CA NA MAI,Son Serra De Marina,SANTA MARGALIDA,Alta,04/08/2016
ETV/7196,"Polígon 3 Parcel·la 643. -, -",ES SERRAL,Llubí,LLUBÍ,Alta,04/08/2016
ETV/7197,"Polígon  23, PARCELA 117. 07570 ARTÀ, Mallorca",SA CREU DE SAUMA,Artà,ARTÀ,Alta,10/08/2016
ETV/7198,"Carrer CANONGE ROTGER, 6. 07460 POLLENÇA, Mallorca",PRIESTER HOUSE,Pollença,POLLENÇA,Alta,04/08/2016
ETV/7199,"Carrer TANQUETA, 24. 07210 ALGAIDA, Mallorca",CA NOSTRA,Algaida,ALGAIDA,Alta,10/08/2016
ETV/72,"Polígon 28-34, 15, PARCEL·LA 229, (SON AVIDALA). 07150 ANDRATX, Mallorca",SON PUJOL,Andratx,ANDRATX,Alta,15/06/2007
ETV/7200,"VIRGEN DE LA BONANOVA, 36. -, -",CASA HELENA,Gènova,PALMA,Alta,04/08/2016
ETV/7201,"Polígon 1 Parcel·la 185. 07510 SINEU, Mallorca",SA TANCA GRAN,Sineu,SINEU,Alta,04/08/2016
ETV/7202,"Carrer JAUME II, 43. 07240 SANT JOAN, Mallorca",ES MOLINS,Sant Joan,SANT JOAN,Alta,04/08/2016
ETV/7203,"Polígon 15 Parcel·la 33. 07458 Can Picafort, SANTA MARGALIDA, Mallorca",CLAU DE SOL,Can Picafort,SANTA MARGALIDA,Alta,10/08/2016
ETV/7204,"Carrer PALMA CIUTAT, 22. 07510 SINEU, Mallorca",CAN MASSIP,Sineu,SINEU,Alta,04/08/2016
ETV/7205,"Polígon 1 Parcel·la 153. -, -",SA GARRIGA,Lloret De Vistalegre,LLORET DE VISTALEGRE,Alta,04/08/2016
ETV/7206,"Carrer SANTA TERESA DE JESUS, 36. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca",LA MAR DE BE,Colònia De Sant Jordi,SES SALINES,Alta,08/08/2016
ETV/7208,"Carrer MOLÍ DEN MOSTATXET, 11. 07458 Can Picafort, SANTA MARGALIDA, Mallorca",SORATGE,Can Picafort,SANTA MARGALIDA,Alta,11/08/2016
ETV/7209,"Polígon 12 Parcel·la 508. -, -",FINCA DON ALBERTO,Muro,MURO,Alta,12/08/2016
ETV/721,"Polígon 1 PARCEL·LA 161. 07460 POLLENÇA, Mallorca",ES COSTOS,Pollença,POLLENÇA,Alta,26/07/2007
ETV/7210,"DE SA PUNTA DES PORT, 13. -, -",PUNTA DES PORT 13,Portopetro,SANTANYÍ,Alta,16/08/2016
ETV/7211,"Carrer SON CANALS, 5. 07179 DEIÀ, Mallorca",SON CANALS,Deià,DEIÀ,Alta,16/08/2016
ETV/7213,"Polígon 9 Parcel·la 265. 07470 Port De Pollença, POLLENÇA, Mallorca",LOS CIPRESES,Port De Pollença,POLLENÇA,Alta,16/08/2016
ETV/7214,"Polígon 10 Parcel·la 125. 07313 SELVA, Mallorca",SON RUBI,Selva,SELVA,Alta,16/08/2016
ETV/7215,"Plaça POMPEU FABRA DE 4, 4. 07400 ALCÚDIA, Mallorca",CASA MARINERA,Alcúdia,ALCÚDIA,Alta,16/08/2016
ETV/7216,"Polígon 4 Parcel·la 371. 07460 POLLENÇA, Mallorca",FINCA LA FONT,Pollença,POLLENÇA,Alta,18/08/2016
ETV/7217,"Polígon 6 Parcel·la 30. 07311 BÚGER, Mallorca",PETIT NYANY,Búger,BÚGER,Alta,12/08/2016
ETV/7218,"Polígon 3 PARCEL.LA 119. 07311 BÚGER, Mallorca",ES PUJOL,Búger,BÚGER,Alta,12/08/2016
ETV/7219,"Polígon 5 Parcel·la 241. 07400 ALCÚDIA, Mallorca",CAN GUIXA,Alcúdia,ALCÚDIA,Alta,18/08/2016
ETV/722,"POLÍGON 3, PARCEL.LA 614, 07460 POLLENÇA (Mallorca), Illes Balears",CAN COLLET DE CAN GORNALS,Pollença,POLLENÇA,Alta,26/07/2007
ETV/7220,"Carrer TRAMONTANA, 6. 07109 FORNALUTX, Mallorca",SA COSTERA,Fornalutx,FORNALUTX,Alta,18/08/2016
ETV/7221,"Carrer DELS TARONGERS, 8. 07579 Colònia De Sant Pere, ARTÀ, Mallorca",CASA HOFFMANN,Colònia De Sant Pere,ARTÀ,Alta,18/08/2016
ETV/7222,"Carrer MURTA, 18. 07560 Coma (La), SANT LLORENÇ DES CARDASSAR, Mallorca",VILLA MURTA,Coma (La),SANT LLORENÇ DES CARDASSAR,Alta,18/08/2016
ETV/7223,"Carrer DELS CIPRELLS, 49. 07680 Portocristo, MANACOR, Mallorca",VILLA CASTILLO DEL MAR,Portocristo,MANACOR,Alta,18/08/2016
ETV/7224,"Passeig FERNANDO MAGALLANES, 58. 07680 Portocristo, MANACOR, Mallorca",CAN ROQUETA,Portocristo,MANACOR,Alta,18/08/2016
ETV/7225,"Carrer BINICAUBELL, 40. 07013 Son Vida, PALMA, Mallorca",BINICAUBELL,Son Vida,PALMA,Alta,18/08/2016
ETV/7227,"Polígon 1 Parcel·la 228. 07639 Sorda (La), CAMPOS, Mallorca",BRAINRUN CAN PERE,Sorda (La),CAMPOS,Alta,19/08/2016
ETV/7228,"Polígon 13 Parcel·la 443. 07630 CAMPOS, Mallorca",SA PEDRERA,Campos,CAMPOS,Alta,19/08/2016
ETV/7229,"Polígon 24 Parcel·la 247. 07210 ALGAIDA, Mallorca",CAN TREURE,Algaida,ALGAIDA,Alta,19/08/2016
ETV/723,"Carrer DEN FERRER, 4. 07660 Cala DOr, SANTANYÍ, Mallorca",CAN FERRER,Cala DOr,SANTANYÍ,Alta,26/07/2007
ETV/7230,"Polígon 13 Parcel·la 56. 07570 ARTÀ, Mallorca",CAN CORBAYA,Artà,ARTÀ,Alta,18/08/2016
ETV/7231,"Polígon 5 Parcel·la 320. 07500 MANACOR, Mallorca",PERETO,Manacor,MANACOR,Alta,18/08/2016
ETV/7232,"Carrer NANYANA, 8. 07580 Canyamel, CAPDEPERA, Mallorca",CASA VERONICA,Canyamel,CAPDEPERA,Alta,18/08/2016
ETV/7233,"Carrer SA CALA, 6. 07183 Costa De La Calma, CALVIÀ, Mallorca",THE BEACH HOUSE,Costa De La Calma,CALVIÀ,Alta,22/08/2016
ETV/7234,"Polígon 15 Parcel·la 219. 07420 Pobla (La), SA POBLA, Mallorca",CAN RUA,Pobla (La),SA POBLA,Alta,18/08/2016
ETV/7235,"Carrer MONTFERRUTX, 2. 07579 Colònia De Sant Pere, ARTÀ, Mallorca",VILLA CATALA,Colònia De Sant Pere,ARTÀ,Alta,22/08/2016
ETV/7236,"Polígon 4 Parcel·la 424. 07458 Platja De Muro, MURO, Mallorca",VILLA FRANCISCUS,Platja De Muro,MURO,Alta,18/08/2016
ETV/7237,"Polígon 4 Parcel·la 434. 07340 ALARÓ, Mallorca",ALARO DREAMS,Alaró,ALARÓ,Alta,19/08/2016
ETV/7238,"Camí CA NA GRACIANA  - POL . 18 PARCEL·LA 309, S/N. 07140 SENCELLES, Mallorca",CAS 7 AMICS,Sencelles,SENCELLES,Alta,22/08/2016
ETV/7239,"Carrer BONANY, 34. 07250 VILAFRANCA DE BONANY, Mallorca",CASA DE PUEBLO CON JARDIN,Vilafranca De Bonany,VILAFRANCA DE BONANY,Alta,18/08/2016
ETV/724,"POLIGON 2 PARCEL·LA 19, 07100 SÓLLER (Mallorca), Illes Balears",CAN SEC,Sóller,SÓLLER,Alta,26/07/2007
ETV/7241,"Polígon 10 Parcel·la 175. 07313 SELVA, Mallorca",CAN TORRENT,Selva,SELVA,Alta,18/08/2016
ETV/7242,"Polígon  10 PARCELA 100. 07313 SELVA, Mallorca",SON ROBLE,Selva,SELVA,Alta,18/08/2016
ETV/7243,"Polígon 2 Parcel·la 498. 07460 POLLENÇA, Mallorca",LA CISTERNA,Pollença,POLLENÇA,Alta,10/08/2016
ETV/7244,"Polígon 9 Parcel·la 438. -, -",VILLA PARADISO,Inca,INCA,Alta,18/08/2016
ETV/7245,"Carrer DE SA GAMBA, 22. 07639 Ràpita (La), CAMPOS, Mallorca",VILLA LEONOR,Ràpita (La),CAMPOS,Alta,23/08/2016
ETV/7247,"Passeig BETLEM, 7. 07579 ARTÀ, Mallorca",CASA BÄUERLE,Artà,ARTÀ,Alta,23/08/2016
ETV/7248,"Polígon  3, PARCELA 296. 07460 POLLENÇA, Mallorca",CAN TOMI,Pollença,POLLENÇA,Alta,23/08/2016
ETV/7249,"Polígon  2, PARCELA 197. 07650 Cala Figuera, SANTANYÍ, Mallorca",CASA OBRADOR,Cala Figuera,SANTANYÍ,Alta,10/08/2016
ETV/725,"POLIGON 5, PARCEL·LA 25, 07400 ALCÚDIA (Mallorca), Illes Balears",CAN CERDA,Alcúdia,ALCÚDIA,Alta,26/07/2007
ETV/7250,"Polígon 3 Parcel·la 230. 07460 POLLENÇA, Mallorca",VILLA LLUIS,Pollença,POLLENÇA,Alta,25/08/2016
ETV/7251,"Carrer DE LA VAUMERA, 68 lletra C. 07420 Pobla (La), SA POBLA, Mallorca",SILKE TRIMBORN,Pobla (La),SA POBLA,Alta,26/08/2016
ETV/7253,"Polígon 8 PARCEL.LA 19. 07150 ANDRATX, Mallorca",PUIG DE GARRAFA,Andratx,ANDRATX,Alta,26/08/2016
ETV/7254,"Polígon 4 PARCELA 259. 07230 MONTUÏRI, Mallorca",SON VANRELL,Montuïri,MONTUÏRI,Alta,26/08/2016
ETV/7255,"Carretera AL PUERTO, 19 lletra E. 07192 ESTELLENCS, Mallorca",SA VINYASA,Estellencs,ESTELLENCS,Alta,26/08/2016
ETV/7256,"Polígon 8 PARCELA 19. 07150 ANDRATX, Mallorca",CAS GARRIGUER,Andratx,ANDRATX,Alta,26/08/2016
ETV/7257,"Carrer NOGUER, 6 pis BJ porta 16. 07400 Port DAlcúdia, ALCÚDIA, Mallorca",LLAC DALCUDIA,Port DAlcúdia,ALCÚDIA,Alta,23/08/2016
ETV/7258,"Carrer SANT PAU, 22. 07579 Colònia De Sant Pere, ARTÀ, Mallorca",CASA HEINSEN,Colònia De Sant Pere,ARTÀ,Alta,29/08/2016
ETV/7259,"Avinguda CARLOS I, 39/7. 07680 Cala Anguila-Cala Mendia, MANACOR, Mallorca",CASA JUMI,Cala Anguila-Cala Mendia,MANACOR,Alta,29/08/2016
ETV/726,"Carrer DE LA MAR, SOLAR 17 URB. SESTANYOL-ARTA, S/N. 07570 ARTÀ, Mallorca",SESTANYOL,Artà,ARTÀ,Alta,29/08/2007
ETV/7260,"Carrer PLA DE MAR, 104. Urbanització LEstanyol, ARTÀ, Mallorca",CAN POPI,Urbanització LEstanyol,ARTÀ,Alta,04/08/2016
ETV/7262,"Carrer ANTONI CAIMARI ALOMAR, 10. 07311 BÚGER, Mallorca",CASA AIDA,Búger,BÚGER,Alta,04/08/2016
ETV/7263,"Carrer SANT MATEU, 4. 07609 Torre (La), LLUCMAJOR, Mallorca",VILLA MARINA BAHIA DE PALMA,Torre (La),LLUCMAJOR,Alta,16/08/2016
ETV/7264,"Carrer MIRADOR, 3 lletra A. 07400 Port DAlcúdia, ALCÚDIA, Mallorca",CHALET MIRADOR,Port DAlcúdia,ALCÚDIA,Alta,29/08/2016
ETV/7265,"Carrer VAPOR SANTUERI, 71. 07340 ALARÓ, Mallorca",CHALET JULIETTE,Alaró,ALARÓ,Alta,26/08/2016
ETV/7266,"Passeig DE LES DAMES, 34 lletra B porta A. 07609 Bellavista, LLUCMAJOR, Mallorca",BELLAVISTA,Bellavista,LLUCMAJOR,Alta,26/08/2016
ETV/7267,"Polígon 1 Parcel·la 319. 07460 POLLENÇA, Mallorca",VILLA MARINA,Pollença,POLLENÇA,Alta,29/08/2016
ETV/7268,"DE SA COPINYA, 9. -, -",VILLA COPINYA BLANCA,Cala Santanyí,SANTANYÍ,Alta,29/08/2016
ETV/7269,"Carrer PORTUGAL, URB LAGO MENOR, 4. 07400 ALCÚDIA, Mallorca",VILLA MASSANET,Alcúdia,ALCÚDIA,Alta,29/08/2016
ETV/727,"POLIGON 19, PARCEL·LA 635, S/N. CAMPOS, Mallorca",CASA ROSA,Campos,CAMPOS,Alta,27/08/2007
ETV/7270,"Carrer CIUTAT, 48. 07520 PETRA, Mallorca",CA SA BEATA,Petra,PETRA,Alta,25/08/2016
ETV/7272,"Polígon 42 Parcel·la 1078. -, -",ACUARIO-GEMINIS,Llucmajor,LLUCMAJOR,Alta,01/09/2016
ETV/7273,"Polígon 2 Parcel·la 225. 07500 MANACOR, Mallorca",SA COVA BONA VISTA,Manacor,MANACOR,Alta,01/09/2016
ETV/7274,"Polígon 117 Parcel·la 192. 07460 POLLENÇA, Mallorca",LOLIVAR,Pollença,POLLENÇA,Alta,29/08/2016
ETV/7275,"Polígon 2 Parcel·la 213. -, -",SAC OVA DE EN BALA,Manacor,MANACOR,Alta,01/09/2016
ETV/7276,"Carrer SON RATET, 20. 07510 SINEU, Mallorca",CAN SION,Sineu,SINEU,Alta,01/09/2016
ETV/7277,"Carrer LLEBEIG, 11. 07510 SINEU, Mallorca",CAN FORADI,Sineu,SINEU,Alta,01/09/2016
ETV/7278,"Polígon 10 Parcel·la 270. 07460 POLLENÇA, Mallorca",CAN MIR,Pollença,POLLENÇA,Alta,25/08/2016
ETV/7279,"Carrer DE LALZINA, 12. 07420 Pobla (La), SA POBLA, Mallorca",CAN JOAN MANDOLA,Pobla (La),SA POBLA,Alta,25/08/2016
ETV/728,"POLIGON 7, PARCEL·LA 44 POLLENÇA (Mallorca), Illes Balears",LERA,Pollença,POLLENÇA,Alta,27/08/2007
ETV/7281,"Camí ESTABLECEDORES - POL. 10 PARCELA 654, 10 lletra 654. 07230 MONTUÏRI, Mallorca",CAN TERRIC,Montuïri,MONTUÏRI,Alta,31/08/2016
ETV/7282,"Polígon 16 Parcel·la 47. -, -",ES QANAT,Artà,ARTÀ,Alta,29/08/2016
ETV/7283,"Carrer MOFARES, 48. 07184 CALVIÀ, Mallorca",HERMANAS FEMENIAS,Calvià,CALVIÀ,Alta,29/08/2016
ETV/7284,"Carrer ORIO, 28. 07609 LLUCMAJOR, Mallorca",SES VISTES,Llucmajor,LLUCMAJOR,Alta,25/08/2016
ETV/7286,"Carrer DISTRITO 1, SECCION 1 NUM 543, 543. 07141 MARRATXÍ, Mallorca",CAN PICAROLA,Marratxí,MARRATXÍ,Alta,24/08/2016
ETV/7287,"Carrer LLOBERA, 8. 07460 POLLENÇA, Mallorca",CASA LLOBERA,Pollença,POLLENÇA,Alta,02/09/2016
ETV/7288,"Carrer CARAQUES, 14. 07400 Port DAlcúdia, ALCÚDIA, Mallorca",MARC I CATERINA,Port DAlcúdia,ALCÚDIA,Alta,02/09/2016
ETV/7289,"Carrer SON COTONERET, 31. 07014 PALMA, Mallorca",SON COTONERET,Palma,PALMA,Alta,24/08/2016
ETV/729,"POLÍGONO 10, PARCEL·LA 675, 07650 SANTANYÍ (Mallorca), Illes Balears",NA MELIS,Santanyí,SANTANYÍ,Alta,27/08/2007
ETV/7290,"Polígon 9 Parcel·la 53. 07520 PETRA, Mallorca",ES CABANELLS,Petra,PETRA,Alta,02/09/2016
ETV/7291,"Carrer SOLER, 10. 07530 Sant Llorenç Del Cardassar, SANT LLORENÇ DES CARDASSAR, Mallorca",CAN PIORO,Sant Llorenç Del Cardassar,SANT LLORENÇ DES CARDASSAR,Alta,30/08/2016
ETV/7293,"Carrer DE SA TINTORERA, 41. 07639 Ràpita (La), CAMPOS, Mallorca",PISCIS,Ràpita (La),CAMPOS,Alta,30/08/2016
ETV/7294,"Carrer GERMANS PINZON, 4 lletra A. 07609 Badia Gran, LLUCMAJOR, Mallorca",VILLA CEIBA,Badia Gran,LLUCMAJOR,Alta,02/09/2016
ETV/7296,"Polígon 8 Parcel·la 1348. 07691 SANTANYÍ, Mallorca",SON MORO,Santanyí,SANTANYÍ,Alta,05/09/2016
ETV/7298,"Carrer DEL TAMARELL, 11. 07420 Pobla (La), SA POBLA, Mallorca",XAINU ISLAND,Pobla (La),SA POBLA,Alta,05/09/2016
ETV/7299,"Carrer ES PORT DES CANONGE, 4. 07190 Port Del Canonge (El), BANYALBUFAR, Mallorca",SIN DENOMINACION,Port Del Canonge (El),BANYALBUFAR,Alta,24/08/2016
ETV/73,"POLIGON 10,  PARCEL·LA  154, 07460 POLLENÇA (Mallorca), Illes Balears",CA LA TIA,Pollença,POLLENÇA,Alta,15/06/2007
ETV/730,"Carrer TULIPAN, 6. 07650 Cala Llombards, SANTANYÍ, Mallorca",TULIPÀ,Cala Llombards,SANTANYÍ,Alta,27/08/2007
ETV/7300,"CORB MARI (CALA MARÇAL) , solares 5-6. -, -",LA CITA,Portocolom,FELANITX,Alta,24/08/2016
ETV/7301,"MORRUDA  (POLIGONO1 PARCELA 465) SON FONT, 5. -, -",CASA BON LLOC,Badia De Palma,CALVIÀ,Alta,24/08/2016
ETV/7302,"Carrer CREUS, 65 pis BJS. 07460 POLLENÇA, Mallorca",EL DORA,Pollença,POLLENÇA,Alta,05/09/2016
ETV/7303,"Carrer AZCARATE, 11. 07157 Port DAndratx, ANDRATX, Mallorca",CASA AZCARATE,Port DAndratx,ANDRATX,Alta,30/08/2016
ETV/7304,"Polígon 12 , PARCELA 465. 07510 SINEU, Mallorca",SON PALANCA,Sineu,SINEU,Alta,05/09/2016
ETV/7305,"Polígon  10 PARCELA 188. 07143 SENCELLES, Mallorca",CALA GORI,Sencelles,SENCELLES,Alta,30/08/2016
ETV/7306,"Carrer CIFRE, 11. 07460 POLLENÇA, Mallorca",CASA CIFRE,Pollença,POLLENÇA,Alta,23/08/2016
ETV/7307,"Polígon 12 - PARCELA 128. 07550 SON SERVERA, Mallorca",CAN CARRIO,Son Servera,SON SERVERA,Alta,05/09/2016
ETV/7308,"Polígon 5 Parcel·la 124. 07310 CAMPANET, Mallorca",ELS PINS,Campanet,CAMPANET,Alta,05/09/2016
ETV/7309,"Carrer ROMANI - URBANIZACION SON TONI, 5. 07420 Pobla (La), SA POBLA, Mallorca",SON TONI 5,Pobla (La),SA POBLA,Alta,05/09/2016
ETV/731,"PARCEL·LA 8 POLIGON 21, S/N. 07500 MANACOR, Mallorca",CASA DE PAGÈS SA PALMERA,Manacor,MANACOR,Alta,27/08/2007
ETV/7310,"Polígon 5 Parcel·la 579. 07400 ALCÚDIA, Mallorca",CAN CREMAT PETIT,Alcúdia,ALCÚDIA,Alta,01/09/2016
ETV/7311,"ESCOLA, 27. -, -",CA NA MARRONA,Pobla (La),SA POBLA,Alta,01/09/2016
ETV/7312,"Polígon 9 Parcel·la 290. -, -",CAN LLOMPART,Port De Pollença,POLLENÇA,Alta,01/09/2016
ETV/7313,"Polígon 13A Parcel·la 13A. 07199 PALMA, Mallorca",SON OLIVER,Palma,PALMA,Alta,01/09/2016
ETV/7314,"Camí DE GALILEA, 16. 07194 PUIGPUNYENT, Mallorca",CAN FERRERETA,Puigpunyent,PUIGPUNYENT,Alta,01/09/2016
ETV/7315,"Camí DE CA NA NICOLAVA, 28. 07100 SÓLLER, Mallorca",VILLA MICA,Sóller,SÓLLER,Alta,01/09/2016
ETV/7317,"Carrer DEL GARROVER, 2. 07560 Cala Millor, SON SERVERA, Mallorca",CASA BERNIE,Cala Millor,SON SERVERA,Alta,07/09/2016
ETV/7318,"MANACOR, 487. -, -",ES MITJA PLA,Palma,PALMA,Alta,06/09/2016
ETV/7319,"Polígon 3 Parcel·la 7. 07190 ESPORLES, Mallorca",VILLA MARGHERITA,Esporles,ESPORLES,Alta,31/08/2016
ETV/732,"POLIGON 3, PARCEL·LA 687 LLUBÍ (Mallorca), Illes Balears",ES CAULLS,Llubí,LLUBÍ,Alta,27/08/2007
ETV/7320,"Polígon 6 Parcel·la 590. 07500 MANACOR, Mallorca",ES RAFAL,Manacor,MANACOR,Alta,31/08/2016
ETV/7321,"SA ROCA ROJA, 6. -, -",SA ROCA ROJA,Sóller,SÓLLER,Alta,02/09/2016
ETV/7322,"Carrer SON ESPANYOLET, 29. 07014 PALMA, Mallorca",CASA ROSSIÑOL,Palma,PALMA,Alta,07/09/2016
ETV/7323,"Carrer SAN PAU, 40. 07609 Torre (La), LLUCMAJOR, Mallorca",CA NAYUDARTE,Torre (La),LLUCMAJOR,Alta,05/09/2016
ETV/7324,"Polígon 4 PARCELA 430. 07460 POLLENÇA, Mallorca",FONT DE MARINA,Pollença,POLLENÇA,Alta,06/09/2016
ETV/7325,"Carrer FRANCESC VIDAL I SUREDA, 64. 07015 PALMA, Mallorca",MIRABELLVER,Palma,PALMA,Alta,07/09/2016
ETV/7326,"Carrer MOSSEN LLORENÇ RIBER, 8. 07458 Can Picafort, SANTA MARGALIDA, Mallorca",CASA MARTINA,Can Picafort,SANTA MARGALIDA,Alta,07/09/2016
ETV/7327,"Passeig DE LA RIBA, 13. 07440 MURO, Mallorca",SA RIBA,Muro,MURO,Alta,07/09/2016
ETV/7328,"DES BOSQUERROT, 4. -, -",CASA DE LUJO SA RAPITA-ES TRENC,Ràpita (La),CAMPOS,Alta,09/09/2016
ETV/7329,"Polígon 14 PARCELA 126. 07570 ARTÀ, Mallorca",MAGDALENA FUSTER,Artà,ARTÀ,Alta,06/09/2016
ETV/733,"Carrer PUNTA DES PORT, 17. Portopetro, SANTANYÍ, Mallorca",SA SIVINA,Portopetro,SANTANYÍ,Alta,27/08/2007
ETV/7330,"Carrer MIGUEL MARQUES, 14. 07190 ESPORLES, Mallorca",CASA MIGUEL MARQUES,Esporles,ESPORLES,Alta,12/09/2016
ETV/7331,"Carrer DE JOAN XXIII, 15. 07570 ARTÀ, Mallorca",MAGDALENA FUSTER II,Artà,ARTÀ,Alta,06/09/2016
ETV/7332,"Camí SA ROTA DE SA MARIN, POL.8 PARCELA 32,33, 8 lletra 32,33. 07640 Salines (Les), SES SALINES, Mallorca",FINCA SA ROTA DE SA MARINA,Salines (Les),SES SALINES,Alta,09/09/2016
ETV/7333,"DE SES PENYES - POLIGON 5 PARCELA 67, 5 lletra 67. -, -",CAN CAPET,Andratx,ANDRATX,Alta,06/09/2016
ETV/7334,"Carrer PINAR-PARK B 4, 3. 07013 Vileta (La) - Son Rapinya, PALMA, Mallorca",LA CASA DE LAS VISTAS,Vileta (La) - Son Rapinya,PALMA,Alta,09/09/2016
ETV/7335,"SANT LLUIS, 286 lletra B. -, -",CASESAMBAIRE SONSERRA B,Son Serra De Marina,SANTA MARGALIDA,Alta,09/09/2016
ETV/7336,"Carrer SANTA LLUIS,  286 lletra A. 07459 Son Serra De Marina, SANTA MARGALIDA, Mallorca",CASESAMBAIRE SONSERRA A,Son Serra De Marina,SANTA MARGALIDA,Alta,09/09/2016
ETV/734,"POLIGON 9, PARCEL·LA 20, S/N. CAPDEPERA, Mallorca",MAR I CEL,Capdepera,CAPDEPERA,Alta,27/08/2007
ETV/7341,"Carrer CAN SOCIES, 28 pis BJ. 07010 Secar De La Real (El), PALMA, Mallorca",COTTAGE NEAR PALMA,Secar De La Real (El),PALMA,Alta,13/09/2016
ETV/7342,"Polígon 16, PARC 117. 07550 SON SERVERA, Mallorca",SON XERUBI,Son Servera,SON SERVERA,Alta,12/09/2016
ETV/7343,"Polígon 4 Parcel·la 430. 07460 POLLENÇA, Mallorca",FONT DE MARINA,Pollença,POLLENÇA,Alta,06/09/2016
ETV/7344,"Avinguda DE LA MAR, 2. 07660 Cala DOr, SANTANYÍ, Mallorca",CALA LLONGA,Cala DOr,SANTANYÍ,Alta,12/09/2016
ETV/7345,"Camí VELL DINCA A LLUBI POLIGONO 5, PARCELA 241, S/N. 07300 INCA, Mallorca",CAN CORTANA,Inca,INCA,Alta,06/09/2016
ETV/7346,"Polígon 6, PARCELA 426 ( PARCELA A). 07640 Salines (Les), SES SALINES, Mallorca",NA BURDISOT,Salines (Les),SES SALINES,Alta,09/09/2016
ETV/7347,"Passeig DE LAURORA, 70. 07680 Cala Anguila-Cala Mendia, MANACOR, Mallorca",CASA DAMIENNE,Cala Anguila-Cala Mendia,MANACOR,Alta,09/09/2016
ETV/7348,"Carrer DEGÀ JOAN ROTGER, 5. 07510 SINEU, Mallorca",CASA DANIELA,Sineu,SINEU,Alta,14/09/2016
ETV/7349,"SES ROTES DE SON AMER, 14. -, -",CASA DEL MAR,Cala Llombards,SANTANYÍ,Alta,14/09/2016
ETV/735,"Polígon 9, PARCEL·LA 109 (CAMÍ DE NA PINARET). 07590 Cala Rajada, CAPDEPERA, Mallorca",CAN ANDREU,Cala Rajada,CAPDEPERA,Alta,27/08/2007
ETV/7350,"Carrer CAN RIGO, 5. 07141 Cabaneta (La), MARRATXÍ, Mallorca",VILLA BONA VISTA,Cabaneta (La),MARRATXÍ,Alta,13/09/2016
ETV/7352,"URB LA FONT, PARC 42, 42. -, -",CAN PEARCE,Font (La),POLLENÇA,Alta,14/09/2016
ETV/7353,"Carrer LLEO, 7. 07460 POLLENÇA, Mallorca",LLEO 7,Pollença,POLLENÇA,Alta,06/09/2016
ETV/7354,"Avinguda URB. GEORGE SAND, SOLAR 24, S/N. 07170 VALLDEMOSSA, Mallorca",GEORGE SAND 24,Valldemossa,VALLDEMOSSA,Alta,13/09/2016
ETV/7355,"Carrer LUZ, 4. 07590 Cala Rajada, CAPDEPERA, Mallorca",LA SIESTA,Cala Rajada,CAPDEPERA,Alta,13/09/2016
ETV/7356,"Polígon 6 Parcel·la 8. 07550 SON SERVERA, Mallorca",ES CIPELLS,Son Servera,SON SERVERA,Alta,09/09/2016
ETV/7357,"Carrer DE SA LLUNA, 119. 07100 SÓLLER, Mallorca",LLUNA PLENA,Sóller,SÓLLER,Alta,09/09/2016
ETV/7358,"Carrer ALMIRA CERVERA, 27. 07458 Can Picafort, SANTA MARGALIDA, Mallorca",SA CASETA DESTIU,Can Picafort,SANTA MARGALIDA,Alta,19/09/2016
ETV/7359,"Camí DES REBOLLS, POLIGON 12 PARCEL·LA 352, 12 lletra 352. 07157 Port DAndratx, ANDRATX, Mallorca",CAN PARRA,Port DAndratx,ANDRATX,Alta,08/09/2016
ETV/736,"Polígon 9 Parcel·la 555. 07470 Port De Pollença, POLLENÇA, Mallorca",CASA DOS,Port De Pollença,POLLENÇA,Alta,27/08/2007
ETV/7360,"Carrer PARE MUNAR, 2. 07629 Randa, ALGAIDA, Mallorca",CAN TIANET,Randa,ALGAIDA,Alta,08/09/2016
ETV/7361,"Carrer PARE GASPAR MUNAR, 5. 07010 Secar De La Real (El), PALMA, Mallorca",AIMIMA,Secar De La Real (El),PALMA,Alta,19/09/2016
ETV/7362,"Polígon 3 Parcel·la 202. 07500 MANACOR, Mallorca",CAN TERES,Manacor,MANACOR,Alta,19/09/2016
ETV/7363,"POU, 5. -, -",MOLI DEN LLULL,Sant Llorenç Del Cardassar,SANT LLORENÇ DES CARDASSAR,Alta,19/09/2016
ETV/7364,"LA FONT PARCELA 57, 57. -, -",CAN BARRACUDA,Pollença,POLLENÇA,Alta,19/09/2016
ETV/7365,"Polígon 3 Parcel·la 269. 07640 Salines (Les), SES SALINES, Mallorca",CAN PEROT,Salines (Les),SES SALINES,Alta,19/09/2016
ETV/7366,"Carrer COSTA DEN NOFRE, SOLAR 3, 3. 07659 Cala Santanyí, SANTANYÍ, Mallorca",CASA CALA SANTANYI,Cala Santanyí,SANTANYÍ,Alta,16/09/2016
ETV/7367,"Polígon 5 Parcel·la 554. 07650 Alqueria Blanca, SANTANYÍ, Mallorca",CASA ES COMELLARS,Alqueria Blanca,SANTANYÍ,Alta,16/09/2016
